,Unnamed: 0,X_Value,Loadcell5k,PRESSURE_ENGINE,PRESSURE_FUEL,PRESSURE_FUEL_DOME,PRESSURE_LOX,PRESSURE_LOX_DOME,THERMO_FUEL,THERMO_LOX,Loadcell5k 1
208,208,2.08,221.72295000000003,-1.9220400000000002,-1.297962,8.333571000000001,-1.7182,0.6881,28.958796999999997,33.828613,inf
209,209,2.09,-37.57881,-1.9220400000000002,-1.297962,8.333571000000001,-0.59967,0.6881,27.554275,34.798120000000004,
210,210,2.1,22.26006,-1.9220400000000002,-1.297962,8.333571000000001,-1.7182,0.6881,29.661058,35.121289000000004,inf
211,211,2.11,-7.65937,-1.9220400000000002,-1.297962,8.333571000000001,-1.7182,0.6881,27.086102,34.474951000000004,
212,212,2.12,121.9915,-1.9220400000000002,-1.297962,8.333571000000001,-1.7182,0.6881,28.022448999999998,36.090796000000005,inf
213,213,2.13,201.77666000000002,-1.9220400000000002,-1.297962,8.333571000000001,-1.7182,0.6881,29.192884000000003,34.151782,inf
214,214,2.14,-47.55195,-1.9220400000000002,-1.297962,8.333571000000001,-1.7182,0.6881,28.256535999999997,34.798120000000004,
215,215,2.15,82.09893,-1.9220400000000002,-1.297962,8.333571000000001,-1.7182,0.6881,30.129231,32.535938,inf
216,216,2.16,112.01836,-4.41496,-1.297962,8.333571000000001,-1.7182,0.6881,28.724709999999998,34.151782,inf
217,217,2.17,281.56182,-1.9220400000000002,-1.297962,8.333571000000001,-1.7182,0.6881,28.958796999999997,35.121289000000004,inf
218,218,2.18,22.26006,-1.9220400000000002,-1.297962,8.333571000000001,-1.7182,0.6881,27.554275,33.828613,inf
219,219,2.19,161.88407999999998,-1.9220400000000002,-1.297962,8.333571000000001,-1.7182,0.6881,26.852015,35.121289000000004,inf
220,220,2.2,161.88407999999998,-1.9220400000000002,-1.297962,8.333571000000001,-1.7182,0.6881,28.022448999999998,32.859106,inf
221,221,2.21,361.34696999999994,-1.9220400000000002,-1.297962,8.333571000000001,-2.8367299999999998,-0.543809,27.788362,34.798120000000004,inf
222,222,2.22,141.93779,-1.9220400000000002,-1.297962,8.333571000000001,-1.7182,0.6881,28.490623,34.474951000000004,inf
223,223,2.23,281.56182,-1.9220400000000002,-1.297962,8.333571000000001,-1.7182,0.6881,29.192884000000003,34.798120000000004,inf
224,224,2.24,291.53496,-1.9220400000000002,-1.297962,8.333571000000001,-1.7182,0.6881,28.022448999999998,35.767627000000005,inf
225,225,2.25,520.91729,-1.9220400000000002,-1.297962,8.333571000000001,-1.7182,0.6881,27.554275,35.444458000000004,inf
226,226,2.26,261.61553000000004,-1.9220400000000002,-1.297962,8.333571000000001,-1.7182,0.6881,29.895145,33.828613,inf
227,227,2.27,411.21270000000004,-1.9220400000000002,-1.297962,8.333571000000001,-1.7182,0.6881,29.895145,34.798120000000004,inf
228,228,2.28,411.21270000000004,-1.9220400000000002,-1.297962,8.333571000000001,-1.7182,0.6881,26.383840999999997,34.798120000000004,inf
229,229,2.29,570.78301,-1.9220400000000002,-1.297962,8.333571000000001,-1.7182,0.6881,29.426971,33.505444,inf
230,230,2.3,550.83672,-1.9220400000000002,-1.297962,8.333571000000001,-1.7182,0.6881,27.788362,34.474951000000004,inf
231,231,2.31,461.07842,-1.9220400000000002,-1.297962,8.333571000000001,-1.7182,0.6881,27.320188,34.474951000000004,inf
232,232,2.32,530.89043,-1.9220400000000002,-1.297962,8.333571000000001,-1.7182,0.6881,28.256535999999997,35.767627000000005,inf
233,233,2.33,660.5413100000001,-1.9220400000000002,-1.297962,8.333571000000001,-1.7182,0.6881,28.724709999999998,34.474951000000004,inf
234,234,2.34,810.13848,-1.9220400000000002,-1.297962,8.333571000000001,-1.7182,0.6881,27.788362,32.859106,inf
235,235,2.35,610.6755899999999,-1.9220400000000002,-1.297962,8.333571000000001,-1.7182,0.6881,28.022448999999998,32.535938,inf
236,236,2.36,610.6755899999999,-1.9220400000000002,-0.090931,8.333571000000001,-1.7182,0.6881,28.022448999999998,33.505444,inf
237,237,2.37,650.56816,-4.41496,-1.297962,8.333571000000001,-1.7182,0.6881,27.788362,34.474951000000004,inf
238,238,2.38,750.29961,-1.9220400000000002,-1.297962,8.333571000000001,-1.7182,0.6881,28.022448999999998,34.151782,inf
239,239,2.39,879.95049,-1.9220400000000002,-1.297962,8.333571000000001,-1.7182,0.6881,27.320188,35.121289000000004,inf
240,240,2.4,590.7293000000001,-1.9220400000000002,-1.297962,8.333571000000001,-1.7182,0.6881,28.022448999999998,33.505444,inf
241,241,2.41,740.32646,-4.41496,-1.297962,8.333571000000001,-1.7182,0.6881,28.724709999999998,35.767627000000005,inf
242,242,2.42,740.32646,-1.9220400000000002,-1.297962,5.893508,-1.7182,0.6881,27.320188,33.828613,inf
243,243,2.43,929.81621,-1.9220400000000002,-1.297962,8.333571000000001,-1.7182,-0.543809,27.086102,36.090796000000005,inf
244,244,2.44,630.62188,-4.41496,-1.297962,8.333571000000001,-0.59967,0.6881,28.724709999999998,34.151782,inf
245,245,2.45,750.29961,-1.9220400000000002,-0.090931,8.333571000000001,-1.7182,0.6881,28.256535999999997,36.090796000000005,inf
246,246,2.46,690.46074,-4.41496,-1.297962,8.333571000000001,-1.7182,0.6881,28.490623,33.182275,inf
247,247,2.47,860.0041999999999,-1.9220400000000002,-1.297962,8.333571000000001,-1.7182,0.6881,29.661058,36.090796000000005,inf
248,248,2.48,899.89678,-1.9220400000000002,-1.297962,8.333571000000001,-1.7182,0.6881,28.724709999999998,34.798120000000004,inf
249,249,2.49,670.51445,-1.9220400000000002,-1.297962,8.333571000000001,-1.7182,0.6881,29.426971,32.859106,inf
250,250,2.5,790.19219,-1.9220400000000002,-1.297962,8.333571000000001,-1.7182,0.6881,29.192884000000003,36.413965000000005,inf
251,251,2.51,810.13848,-1.9220400000000002,-1.297962,5.893508,-1.7182,0.6881,28.958796999999997,33.182275,inf
252,252,2.52,939.78936,-1.9220400000000002,-1.297962,8.333571000000001,-1.7182,0.6881,28.022448999999998,33.505444,inf
253,253,2.53,710.4070300000001,-1.9220400000000002,-0.090931,8.333571000000001,-1.7182,0.6881,28.958796999999997,34.798120000000004,inf
254,254,2.54,750.29961,-1.9220400000000002,-1.297962,8.333571000000001,-1.7182,0.6881,27.320188,35.767627000000005,inf
255,255,2.55,730.3533199999999,-1.9220400000000002,-1.297962,8.333571000000001,-1.7182,0.6881,28.958796999999997,33.828613,inf
256,256,2.56,850.03105,-1.9220400000000002,-1.297962,8.333571000000001,-1.7182,0.6881,28.490623,33.828613,inf
257,257,2.57,989.65508,-1.9220400000000002,-1.297962,8.333571000000001,-1.7182,0.6881,27.554275,34.798120000000004,inf
258,258,2.58,760.2727500000001,-1.9220400000000002,-1.297962,8.333571000000001,-1.7182,0.6881,28.490623,34.151782,inf
259,259,2.59,800.1653299999999,-1.9220400000000002,-1.297962,8.333571000000001,-1.7182,0.6881,27.320188,36.737134000000005,inf
260,260,2.6,740.32646,-1.9220400000000002,-1.297962,8.333571000000001,-1.7182,0.6881,28.958796999999997,36.413965000000005,inf
261,261,2.61,929.81621,-1.9220400000000002,-1.297962,8.333571000000001,-1.7182,0.6881,28.022448999999998,35.121289000000004,inf
262,262,2.62,790.19219,-1.9220400000000002,-0.090931,8.333571000000001,-1.7182,0.6881,28.724709999999998,34.151782,inf
263,263,2.63,770.2459,-1.9220400000000002,-1.297962,8.333571000000001,-1.7182,0.6881,29.426971,36.090796000000005,inf
264,264,2.64,790.19219,-1.9220400000000002,-0.090931,8.333571000000001,-1.7182,0.6881,29.895145,33.505444,inf
265,265,2.65,919.84307,-1.9220400000000002,-1.297962,8.333571000000001,-1.7182,0.6881,28.490623,34.151782,inf
266,266,2.66,1019.57451,-1.9220400000000002,-0.090931,8.333571000000001,-1.7182,0.6881,29.661058,34.798120000000004,inf
267,267,2.67,760.2727500000001,-1.9220400000000002,-1.297962,8.333571000000001,-1.7182,0.6881,28.256535999999997,34.474951000000004,inf
268,268,2.68,790.19219,-1.9220400000000002,-1.297962,8.333571000000001,-1.7182,0.6881,29.426971,34.474951000000004,inf
269,269,2.69,750.29961,-1.9220400000000002,-0.090931,8.333571000000001,-1.7182,0.6881,29.426971,33.828613,inf
270,270,2.7,830.0847699999999,-4.41496,-2.504994,8.333571000000001,-1.7182,0.6881,28.724709999999998,32.212769,inf
271,271,2.71,989.65508,-1.9220400000000002,-1.297962,8.333571000000001,-1.7182,0.6881,27.320188,34.151782,inf
272,272,2.72,770.2459,-1.9220400000000002,-1.297962,8.333571000000001,-1.7182,0.6881,28.490623,33.828613,inf
273,273,2.73,840.05791,-1.9220400000000002,-1.297962,8.333571000000001,-1.7182,0.6881,30.129231,34.151782,inf
274,274,2.74,840.05791,-1.9220400000000002,-0.090931,8.333571000000001,-1.7182,0.6881,30.831491999999997,33.505444,inf
275,275,2.75,909.86992,-4.41496,-1.297962,5.893508,-1.7182,0.6881,27.788362,32.212769,inf
276,276,2.76,999.62822,-1.9220400000000002,-1.297962,8.333571000000001,-1.7182,0.6881,29.661058,33.828613,inf
277,277,2.77,919.84307,-1.9220400000000002,-1.297962,8.333571000000001,-1.7182,0.6881,29.426971,33.828613,inf
278,278,2.78,740.32646,-1.9220400000000002,-1.297962,8.333571000000001,-1.7182,0.6881,29.426971,36.090796000000005,inf
279,279,2.79,810.13848,-1.9220400000000002,-1.297962,8.333571000000001,-1.7182,0.6881,29.426971,35.121289000000004,inf
280,280,2.8,879.95049,-1.9220400000000002,-1.297962,5.893508,-1.7182,0.6881,29.426971,34.151782,inf
281,281,2.81,1019.57451,-1.9220400000000002,-1.297962,8.333571000000001,-1.7182,0.6881,31.065579,34.798120000000004,inf
282,282,2.82,800.1653299999999,-1.9220400000000002,-1.297962,8.333571000000001,-1.7182,0.6881,28.490623,35.121289000000004,inf
283,283,2.83,850.03105,-1.9220400000000002,-1.297962,8.333571000000001,-1.7182,0.6881,29.661058,33.828613,inf
284,284,2.84,830.0847699999999,-4.41496,-1.297962,8.333571000000001,-1.7182,0.6881,27.554275,36.090796000000005,inf
285,285,2.85,860.0041999999999,-4.41496,-1.297962,8.333571000000001,-1.7182,0.6881,28.724709999999998,34.151782,inf
286,286,2.86,939.78936,-1.9220400000000002,-1.297962,8.333571000000001,-1.7182,0.6881,28.490623,37.060303000000005,inf
287,287,2.87,959.73564,-1.9220400000000002,-0.090931,8.333571000000001,-1.7182,0.6881,28.256535999999997,34.474951000000004,inf
288,288,2.88,690.46074,-4.41496,-1.297962,8.333571000000001,-1.7182,0.6881,28.490623,34.798120000000004,inf
289,289,2.89,830.0847699999999,-1.9220400000000002,-1.297962,8.333571000000001,-1.7182,0.6881,29.192884000000003,35.121289000000004,inf
290,290,2.9,750.29961,-1.9220400000000002,-1.297962,8.333571000000001,-1.7182,0.6881,29.192884000000003,34.474951000000004,inf
291,291,2.91,919.84307,-1.9220400000000002,-1.297962,8.333571000000001,-1.7182,0.6881,30.831491999999997,35.444458000000004,inf
292,292,2.92,969.7087900000001,-1.9220400000000002,-0.090931,8.333571000000001,-1.7182,0.6881,30.363318,34.151782,inf
293,293,2.93,690.46074,-1.9220400000000002,-1.297962,8.333571000000001,-1.7182,0.6881,28.490623,34.474951000000004,inf
294,294,2.94,810.13848,-1.9220400000000002,-1.297962,8.333571000000001,-1.7182,0.6881,29.426971,32.859106,inf
295,295,2.95,720.3801800000001,-4.41496,-1.297962,8.333571000000001,-1.7182,0.6881,29.192884000000003,35.444458000000004,inf
296,296,2.96,909.86992,-1.9220400000000002,-1.297962,8.333571000000001,-1.7182,0.6881,28.958796999999997,34.474951000000004,inf
297,297,2.97,879.95049,-1.9220400000000002,-0.090931,8.333571000000001,-1.7182,0.6881,28.256535999999997,35.767627000000005,inf
298,298,2.98,670.51445,-1.9220400000000002,-1.297962,8.333571000000001,-0.59967,0.6881,29.426971,35.767627000000005,inf
299,299,2.99,800.1653299999999,-1.9220400000000002,-1.297962,8.333571000000001,-1.7182,0.6881,28.256535999999997,33.505444,inf
300,300,3.0,760.2727500000001,-1.9220400000000002,-1.297962,8.333571000000001,-1.7182,0.6881,29.192884000000003,35.767627000000005,inf
301,301,3.01,800.1653299999999,-1.9220400000000002,-1.297962,8.333571000000001,-1.7182,0.6881,29.192884000000003,36.090796000000005,inf
302,302,3.02,949.7624999999999,-1.9220400000000002,-1.297962,8.333571000000001,-1.7182,0.6881,28.022448999999998,34.798120000000004,inf
303,303,3.03,860.0041999999999,-1.9220400000000002,-1.297962,8.333571000000001,-1.7182,0.6881,28.724709999999998,32.859106,inf
304,304,3.04,640.59502,-1.9220400000000002,-1.297962,8.333571000000001,-1.7182,0.6881,26.149754,35.444458000000004,inf
305,305,3.05,790.19219,-4.41496,-1.297962,8.333571000000001,-1.7182,0.6881,28.958796999999997,34.151782,inf
306,306,3.06,720.3801800000001,-1.9220400000000002,-1.297962,8.333571000000001,-1.7182,0.6881,27.086102,34.474951000000004,inf
307,307,3.07,899.89678,-1.9220400000000002,-1.297962,8.333571000000001,-1.7182,0.6881,28.022448999999998,33.505444,inf
308,308,3.08,959.73564,-1.9220400000000002,-0.090931,8.333571000000001,-1.7182,0.6881,30.597405,35.444458000000004,inf
309,309,3.09,700.43389,-1.9220400000000002,-0.090931,8.333571000000001,-1.7182,0.6881,30.597405,36.090796000000005,inf
310,310,3.1,810.13848,-1.9220400000000002,-1.297962,8.333571000000001,-1.7182,0.6881,29.426971,35.444458000000004,inf
311,311,3.11,730.3533199999999,-4.41496,-1.297962,8.333571000000001,-1.7182,0.6881,28.958796999999997,33.828613,inf
312,312,3.12,899.89678,-1.9220400000000002,-1.297962,8.333571000000001,-1.7182,0.6881,29.895145,33.182275,inf
313,313,3.13,969.7087900000001,-1.9220400000000002,-1.297962,8.333571000000001,-1.7182,0.6881,30.363318,34.798120000000004,inf
314,314,3.14,700.43389,-1.9220400000000002,-0.090931,8.333571000000001,-1.7182,0.6881,28.958796999999997,32.535938,inf
315,315,3.15,840.05791,-1.9220400000000002,-1.297962,8.333571000000001,-1.7182,0.6881,29.426971,33.505444,inf
316,316,3.16,820.11162,-1.9220400000000002,-0.090931,8.333571000000001,-1.7182,0.6881,29.661058,32.535938,inf
317,317,3.17,879.95049,-1.9220400000000002,-1.297962,5.893508,-1.7182,0.6881,27.554275,35.444458000000004,inf
318,318,3.18,989.65508,-1.9220400000000002,-1.297962,8.333571000000001,-1.7182,0.6881,29.661058,33.505444,inf
319,319,3.19,720.3801800000001,-1.9220400000000002,-0.090931,8.333571000000001,-1.7182,0.6881,29.426971,31.243261999999998,inf
320,320,3.2,830.0847699999999,-1.9220400000000002,-1.297962,8.333571000000001,-1.7182,0.6881,29.192884000000003,38.02981,inf
321,321,3.21,790.19219,-1.9220400000000002,-1.297962,8.333571000000001,-1.7182,0.6881,28.256535999999997,35.121289000000004,inf
322,322,3.22,939.78936,-1.9220400000000002,-1.297962,8.333571000000001,-2.8367299999999998,-0.543809,31.299666,37.060303000000005,inf
323,323,3.23,1019.57451,-1.9220400000000002,-1.297962,8.333571000000001,-1.7182,0.6881,29.895145,32.535938,inf
324,324,3.24,760.2727500000001,-4.41496,-1.297962,8.333571000000001,-1.7182,0.6881,28.490623,35.767627000000005,inf
325,325,3.25,850.03105,-1.9220400000000002,-0.090931,8.333571000000001,-1.7182,0.6881,29.192884000000003,34.798120000000004,inf
326,326,3.26,850.03105,-1.9220400000000002,-1.297962,8.333571000000001,-1.7182,0.6881,29.192884000000003,34.474951000000004,inf
327,327,3.27,850.03105,-4.41496,-1.297962,8.333571000000001,-1.7182,0.6881,28.490623,34.151782,inf
328,328,3.28,1019.57451,-1.9220400000000002,-1.297962,8.333571000000001,-1.7182,0.6881,28.256535999999997,34.474951000000004,inf
329,329,3.29,869.9773399999999,-1.9220400000000002,-1.297962,8.333571000000001,-1.7182,0.6881,28.256535999999997,34.474951000000004,inf
330,330,3.3,820.11162,-1.9220400000000002,-1.297962,8.333571000000001,-0.59967,0.6881,29.192884000000003,35.444458000000004,inf
331,331,3.31,889.92363,-1.9220400000000002,-1.297962,8.333571000000001,-1.7182,0.6881,28.022448999999998,35.444458000000004,inf
332,332,3.32,949.7624999999999,-4.41496,-1.297962,8.333571000000001,-1.7182,0.6881,29.192884000000003,34.798120000000004,inf
333,333,3.33,1069.44023,-1.9220400000000002,-1.297962,8.333571000000001,-1.7182,0.6881,29.661058,35.767627000000005,inf
334,334,3.34,800.1653299999999,-1.9220400000000002,-1.297962,8.333571000000001,-1.7182,0.6881,29.661058,33.505444,inf
335,335,3.35,869.9773399999999,-1.9220400000000002,-1.297962,8.333571000000001,-1.7182,0.6881,29.895145,33.828613,inf
336,336,3.36,790.19219,-4.41496,-1.297962,8.333571000000001,-1.7182,0.6881,28.958796999999997,33.828613,inf
337,337,3.37,989.65508,-1.9220400000000002,-1.297962,8.333571000000001,-1.7182,0.6881,27.320188,34.151782,inf
338,338,3.38,999.62822,-1.9220400000000002,-1.297962,8.333571000000001,-1.7182,0.6881,28.022448999999998,34.798120000000004,inf
339,339,3.39,780.2190400000001,-1.9220400000000002,-1.297962,8.333571000000001,-1.7182,0.6881,27.086102,35.121289000000004,inf
340,340,3.4,889.92363,-1.9220400000000002,-1.297962,8.333571000000001,-1.7182,0.6881,28.256535999999997,34.798120000000004,inf
341,341,3.41,949.7624999999999,-1.9220400000000002,-2.504994,8.333571000000001,-1.7182,0.6881,29.895145,34.798120000000004,inf
342,342,3.42,1039.5208,-1.9220400000000002,-0.090931,8.333571000000001,-1.7182,0.6881,29.661058,33.505444,inf
343,343,3.43,750.29961,-1.9220400000000002,-0.090931,8.333571000000001,-1.7182,0.6881,29.895145,33.505444,inf
344,344,3.44,879.95049,-1.9220400000000002,-1.297962,8.333571000000001,-1.7182,0.6881,28.958796999999997,32.859106,inf
345,345,3.45,929.81621,-1.9220400000000002,-1.297962,8.333571000000001,-1.7182,0.6881,27.554275,34.474951000000004,inf
346,346,3.46,1079.41338,-1.9220400000000002,-1.297962,8.333571000000001,-1.7182,0.6881,29.426971,33.828613,inf
347,347,3.47,810.13848,-1.9220400000000002,-1.297962,8.333571000000001,-1.7182,0.6881,26.383840999999997,34.151782,inf
348,348,3.48,929.81621,-1.9220400000000002,-0.090931,8.333571000000001,-1.7182,0.6881,27.554275,35.444458000000004,inf
349,349,3.49,830.0847699999999,-1.9220400000000002,-1.297962,8.333571000000001,-1.7182,0.6881,28.256535999999997,33.182275,inf
350,350,3.5,989.65508,-1.9220400000000002,-1.297962,8.333571000000001,-1.7182,0.6881,27.554275,34.798120000000004,inf
351,351,3.51,999.62822,-1.9220400000000002,-1.297962,8.333571000000001,-1.7182,0.6881,30.129231,36.413965000000005,inf
352,352,3.52,720.3801800000001,-1.9220400000000002,-1.297962,8.333571000000001,-1.7182,0.6881,28.958796999999997,35.767627000000005,inf
353,353,3.53,869.9773399999999,-1.9220400000000002,-0.090931,8.333571000000001,-1.7182,0.6881,29.426971,33.828613,inf
354,354,3.54,919.84307,-4.41496,-1.297962,5.893508,-1.7182,0.6881,28.724709999999998,35.121289000000004,inf
355,355,3.55,1079.41338,-1.9220400000000002,-1.297962,8.333571000000001,-1.7182,0.6881,29.192884000000003,35.444458000000004,inf
356,356,3.56,909.86992,-1.9220400000000002,-1.297962,8.333571000000001,-0.59967,0.6881,29.895145,35.444458000000004,inf
357,357,3.57,879.95049,-1.9220400000000002,-1.297962,8.333571000000001,-1.7182,0.6881,28.958796999999997,31.8896,inf
358,358,3.58,860.0041999999999,-1.9220400000000002,-1.297962,8.333571000000001,-1.7182,0.6881,27.788362,35.767627000000005,inf
359,359,3.59,959.73564,-1.9220400000000002,-1.297962,8.333571000000001,-1.7182,0.6881,28.958796999999997,34.474951000000004,inf
360,360,3.6,1049.49395,-1.9220400000000002,-1.297962,8.333571000000001,-1.7182,0.6881,28.958796999999997,34.474951000000004,inf
361,361,3.61,760.2727500000001,-1.9220400000000002,-1.297962,8.333571000000001,-1.7182,0.6881,28.958796999999997,32.859106,inf
362,362,3.62,889.92363,-1.9220400000000002,-1.297962,8.333571000000001,-1.7182,0.6881,28.022448999999998,33.828613,inf
363,363,3.63,899.89678,-1.9220400000000002,-1.297962,5.893508,-1.7182,0.6881,28.490623,33.828613,inf
364,364,3.64,1059.46709,-1.9220400000000002,-1.297962,8.333571000000001,-1.7182,0.6881,29.192884000000003,34.798120000000004,inf
365,365,3.65,800.1653299999999,-1.9220400000000002,-1.297962,8.333571000000001,-1.7182,0.6881,28.958796999999997,32.859106,inf
366,366,3.66,879.95049,-1.9220400000000002,-1.297962,8.333571000000001,-1.7182,0.6881,28.490623,33.828613,inf
367,367,3.67,820.11162,-1.9220400000000002,-1.297962,8.333571000000001,-1.7182,0.6881,27.788362,33.182275,inf
368,368,3.68,979.68193,-1.9220400000000002,-1.297962,8.333571000000001,-1.7182,0.6881,29.661058,34.474951000000004,inf
369,369,3.69,1019.57451,-1.9220400000000002,-0.090931,8.333571000000001,-1.7182,-0.543809,28.256535999999997,35.767627000000005,inf
370,370,3.7,780.2190400000001,-1.9220400000000002,-1.297962,8.333571000000001,-1.7182,0.6881,28.724709999999998,35.767627000000005,inf
